round,match_label,wheelo_player_name,team_id,player_id,match_status,wheelo_ev,wheelo_p3_pct,wheelo_match_rank
0,Bris v WB,Marcus Bontempelli,western_bulldogs,12269,resolved,0.394,2.9,3
0,Bris v WB,Charlie Cameron,brisbane_lions,,unresolved,0.273,1.7,4
0,Bris v WB,Matthew Kennedy,western_bulldogs,12455,resolved,0.239,1.4,5
0,Bris v WB,Tom Liberatore,western_bulldogs,11898,resolved,0.13,0.5,6
0,Bris v WB,Will Ashcroft,brisbane_lions,13040,resolved,0.116,0.5,7
0,Bris v WB,Connor Budarick,western_bulldogs,12769,resolved,0.106,0.4,8
0,Bris v WB,Tim English,western_bulldogs,12537,resolved,0.097,0.3,9
0,Bris v WB,Bailey Williams,western_bulldogs,12441,resolved,0.083,0.3,10
0,Bris v WB,Dayne Zorko,brisbane_lions,12076,resolved,0.066,0.1,11
0,Bris v WB,Ryan Lester,brisbane_lions,11894,resolved,0.021,0.0,12
0,Bris v WB,Harris Andrews,brisbane_lions,12340,resolved,0.017,0.0,13
0,Bris v WB,Rory Lobb,western_bulldogs,12282,resolved,0.011,0.0,14
0,Bris v WB,Joel Freijah,western_bulldogs,13140,resolved,0.01,0.0,15
0,Bris v WB,Bailey Dale,western_bulldogs,12354,resolved,0.008,0.0,16
0,Bris v WB,Jarrod Berry,brisbane_lions,12519,resolved,0.007,0.0,17
0,Bris v WB,Josh Dunkley,brisbane_lions,12408,resolved,0.007,0.0,18
0,Bris v WB,Logan Morris,brisbane_lions,13137,resolved,0.004,0.0,19
0,Bris v WB,Darcy Wilmot,brisbane_lions,13026,resolved,0.003,0.0,23
0,Bris v WB,Kai Lohmann,brisbane_lions,12968,resolved,0.003,0.0,21
0,Bris v WB,Jaspa Fletcher,brisbane_lions,13072,resolved,0.003,0.0,20
0,Bris v WB,Lachie Jaques,western_bulldogs,13275,resolved,0.002,0.0,26
0,Bris v WB,Sam Darcy,western_bulldogs,13021,resolved,0.002,0.0,22
0,Bris v WB,Zac Bailey,brisbane_lions,12610,resolved,0.002,0.0,25
0,Bris v WB,Aaron Naughton,western_bulldogs,12594,resolved,0.002,0.0,27
0,Bris v WB,Lachlan Bramble,western_bulldogs,12916,resolved,0.002,0.0,24
0,Bris v WB,Darcy Fort,brisbane_lions,12724,resolved,0.002,0.0,29
0,Bris v WB,Rhylee West,western_bulldogs,12748,resolved,0.002,0.0,31
0,Bris v WB,Cam Rayner,brisbane_lions,12592,resolved,0.002,0.0,28
0,Bris v WB,Keidean Coleman,brisbane_lions,12838,resolved,0.002,0.0,30
0,Bris v WB,James O'Donnell,western_bulldogs,13061,resolved,0.001,0.0,34
0,Bris v WB,Oskar Baker,western_bulldogs,12723,resolved,0.001,0.0,35
0,Bris v WB,Bruce Reville,brisbane_lions,13138,resolved,0.0,0.0,32
0,Bris v WB,Levi Ashcroft,brisbane_lions,13197,resolved,0.0,0.0,33
0,Bris v WB,Cooper Hynes,western_bulldogs,13213,resolved,0.0,0.0,36
0,Bris v WB,Michael Sellwood,western_bulldogs,13276,resolved,0.0,0.0,37
0,Bris v WB,Buku Khamis,western_bulldogs,12900,resolved,0.0,0.0,38
0,Bris v WB,Sam Davidson,western_bulldogs,13178,resolved,0.0,0.0,39
0,Bris v WB,Oscar Allen,brisbane_lions,12655,resolved,0.0,0.0,40
0,Bris v WB,Zane Zakostelsky,brisbane_lions,13277,resolved,0.0,0.0,41
0,Bris v WB,Ty Gallop,brisbane_lions,13235,resolved,0.0,0.0,42
0,Bris v WB,Jordan Croft,western_bulldogs,13265,resolved,0.0,0.0,43
0,Bris v WB,Darcy Gardiner,brisbane_lions,12267,resolved,0.0,0.0,44
0,Bris v WB,Arthur Jones,western_bulldogs,13046,resolved,0.0,0.0,45
0,Bris v WB,Hugh McCluggage,brisbane_lions,12518,resolved,0.0,0.0,46
0,St K v Coll,Nick Daicos,collingwood,12943,resolved,2.94,94.1,1
0,St K v Coll,Josh Daicos,collingwood,12573,resolved,1.116,4.3,2
0,St K v Coll,Jordan De Goey,collingwood,12318,resolved,0.608,1.1,3
0,St K v Coll,Jack Sinclair,st_kilda,12325,resolved,0.342,0.4,4
0,St K v Coll,Dan Houston,collingwood,12495,resolved,0.212,0.1,5
0,St K v Coll,Isaac Quaynor,collingwood,12740,resolved,0.097,0.0,6
0,St K v Coll,Scott Pendlebury,collingwood,4182,resolved,0.093,0.0,7
0,St K v Coll,Darcy Cameron,collingwood,12660,resolved,0.082,0.0,8
0,St K v Coll,Lachie Schultz,collingwood,12700,resolved,0.077,0.0,9
0,St K v Coll,Brayden Maynard,collingwood,12371,resolved,0.077,0.0,10
0,St K v Coll,Sam Flanders,st_kilda,12824,resolved,0.063,0.0,11
0,St K v Coll,Beau McCreery,collingwood,12876,resolved,0.049,0.0,12
0,St K v Coll,Jack Crisp,collingwood,12061,resolved,0.042,0.0,13
0,St K v Coll,Harry Perryman,collingwood,12536,resolved,0.037,0.0,14
0,St K v Coll,Marcus Windhager,st_kilda,12967,resolved,0.023,0.0,15
0,St K v Coll,Nasiah Wanganeen-Milera,st_kilda,12950,resolved,0.022,0.0,16
0,St K v Coll,Callum Wilkie,st_kilda,12703,resolved,0.021,0.0,17
0,St K v Coll,Tom De Koning,st_kilda,12674,resolved,0.014,0.0,18
0,St K v Coll,Billy Frampton,collingwood,12676,resolved,0.013,0.0,19
0,St K v Coll,Patrick Lipinski,collingwood,12578,resolved,0.012,0.0,20
0,St K v Coll,Bradley Hill,st_kilda,12060,resolved,0.011,0.0,21
0,St K v Coll,Hugo Garcia,st_kilda,13125,resolved,0.01,0.0,22
0,St K v Coll,Steele Sidebottom,collingwood,11751,resolved,0.007,0.0,23
0,St K v Coll,Mattaes Phillipou,st_kilda,13036,resolved,0.007,0.0,24
0,St K v Coll,Jack Silvagni,st_kilda,12458,resolved,0.005,0.0,25
0,St K v Coll,Jamie Elliott,collingwood,12083,resolved,0.005,0.0,26
0,St K v Coll,Mitch Owens,st_kilda,12948,resolved,0.002,0.0,29
0,St K v Coll,Max Hall,st_kilda,13193,resolved,0.002,0.0,31
0,St K v Coll,Wil Parker,collingwood,13147,resolved,0.002,0.0,30
0,St K v Coll,Darcy Wilson,st_kilda,13110,resolved,0.002,0.0,28
0,St K v Coll,Ned Long,collingwood,13023,resolved,0.002,0.0,27
0,St K v Coll,Roan Steele,collingwood,13248,resolved,0.002,0.0,33
0,St K v Coll,Cooper Sharman,st_kilda,12929,resolved,0.002,0.0,32
0,St K v Coll,Jack Macrae,st_kilda,12166,resolved,0.001,0.0,34
0,St K v Coll,Jack Carroll,st_kilda,12976,resolved,0.001,0.0,35
0,St K v Coll,Daniel McStay,collingwood,12291,resolved,0.0,0.0,36
0,St K v Coll,Edward Allan,collingwood,13146,resolved,0.0,0.0,37
0,St K v Coll,Tim Membrey,collingwood,12300,resolved,0.0,0.0,38
0,St K v Coll,Jack Buller,collingwood,13071,resolved,0.0,0.0,39
0,St K v Coll,Liam Ryan,st_kilda,12600,resolved,0.0,0.0,40
0,St K v Coll,Jack Higgins,st_kilda,12609,resolved,0.0,0.0,41
0,St K v Coll,Mason Wood,st_kilda,12312,resolved,0.0,0.0,42
0,St K v Coll,Anthony Caminiti,st_kilda,13035,resolved,0.0,0.0,43
0,St K v Coll,Rowan Marshall,st_kilda,12564,resolved,0.0,0.0,44
0,St K v Coll,Hugh Boxshall,st_kilda,13220,resolved,0.0,0.0,45
0,St K v Coll,Alix Tauru,st_kilda,13243,resolved,0.0,0.0,46
1,Carl v Rich,Sam Walsh,carlton,12684,resolved,2.297,46.2,1
1,Carl v Rich,Patrick Cripps,carlton,12261,resolved,2.089,37.4,2
1,Carl v Rich,Jagga Smith,carlton,13274,resolved,0.581,6.6,3
1,Carl v Rich,Tim Taranto,richmond,12504,resolved,0.524,5.8,4
1,Carl v Rich,Jayden Short,richmond,12418,resolved,0.299,3.1,5
1,Carl v Rich,George Hewett,carlton,12411,resolved,0.067,0.6,6
1,Carl v Rich,Sam Lalor,richmond,13190,resolved,0.036,0.2,7
1,Carl v Rich,Marc Pittonet,carlton,12417,resolved,0.011,0.0,9
1,Carl v Rich,Oliver Florent,carlton,12497,resolved,0.009,0.0,8
1,Carl v Rich,Jack Ross,richmond,,unresolved,0.009,0.0,10
1,Carl v Rich,Harry McKay,carlton,12566,resolved,0.008,0.0,11
1,Carl v Rich,Mitch McGovern,carlton,12404,resolved,0.008,0.0,12
1,Carl v Rich,Noah Balta,richmond,12686,resolved,0.008,0.0,14
1,Carl v Rich,Toby Nankervis,richmond,12374,resolved,0.008,0.0,13
1,Carl v Rich,Cooper Lord,carlton,13170,resolved,0.007,0.0,15
1,Carl v Rich,Zac Williams,carlton,12175,resolved,0.006,0.0,16
1,Carl v Rich,Tom Lynch,richmond,11948,resolved,0.004,0.0,19
1,Carl v Rich,Sam Banks,richmond,13078,resolved,0.004,0.0,18
1,Carl v Rich,Matthew Carroll,carlton,13212,resolved,0.004,0.0,17
1,Carl v Rich,Jacob Weitering,carlton,12402,resolved,0.003,0.0,21
1,Carl v Rich,Jacob Hopper,richmond,12440,resolved,0.003,0.0,20
1,Carl v Rich,Will Hayward,carlton,12509,resolved,0.002,0.0,22
1,Carl v Rich,Sam Grlj,richmond,13290,resolved,0.002,0.0,23
1,Carl v Rich,Rhyan Mansell,richmond,12883,resolved,0.002,0.0,24
1,Carl v Rich,Nathan Broad,richmond,12456,resolved,0.002,0.0,26
1,Carl v Rich,Steely Green,richmond,13145,resolved,0.002,0.0,27
1,Carl v Rich,Ben Miller,richmond,12941,resolved,0.001,0.0,25
1,Carl v Rich,Kane McAuliffe,richmond,13117,resolved,0.001,0.0,33
1,Carl v Rich,Campbell Chesser,carlton,13039,resolved,0.001,0.0,30
1,Carl v Rich,Elijah Hollands,carlton,13016,resolved,0.001,0.0,29
1,Carl v Rich,Oliver Hollands,carlton,13029,resolved,0.001,0.0,31
1,Carl v Rich,Lewis Young,carlton,12559,resolved,0.001,0.0,28
1,Carl v Rich,Lachlan Cowan,carlton,13028,resolved,0.0,0.0,32
1,Carl v Rich,Seth Campbell,richmond,13100,resolved,0.0,0.0,34
1,Carl v Rich,Hudson O'Keeffe,carlton,13233,resolved,0.0,0.0,35
1,Carl v Rich,Josh Gibcus,richmond,12947,resolved,0.0,0.0,36
1,Carl v Rich,Brodie Kemp,carlton,12937,resolved,0.0,0.0,37
1,Carl v Rich,James Trezise,richmond,13095,resolved,0.0,0.0,38
1,Carl v Rich,Jonty Faull,richmond,13214,resolved,0.0,0.0,39
1,Carl v Rich,Harry Dean,carlton,13273,resolved,0.0,0.0,40
1,Carl v Rich,Hugo Ralphsmith,richmond,12902,resolved,0.0,0.0,41
1,Carl v Rich,Ben Ainsworth,carlton,12498,resolved,0.0,0.0,42
1,Carl v Rich,Lachie Fogarty,carlton,12596,resolved,0.0,0.0,43
1,Carl v Rich,Maurice Rioli,richmond,12935,resolved,0.0,0.0,44
1,Carl v Rich,Harry Armstrong,richmond,13189,resolved,0.0,0.0,45
1,Carl v Rich,Campbell Gray,richmond,13218,resolved,0.0,0.0,46
1,Ess v Haw,Nick Watson,hawthorn,13105,resolved,1.753,31.5,1
1,Ess v Haw,Jai Newcombe,hawthorn,12915,resolved,1.027,17.4,2
1,Ess v Haw,Jack Gunston,hawthorn,11845,resolved,0.836,14.3,3
1,Ess v Haw,Conor Nash,hawthorn,12670,resolved,0.5,8.4,4
1,Ess v Haw,James Sicily,hawthorn,12332,resolved,0.435,7.2,6
1,Ess v Haw,Josh Ward,hawthorn,12955,resolved,0.434,7.3,5
1,Ess v Haw,Jarman Impey,hawthorn,12237,resolved,0.178,2.6,7
1,Ess v Haw,Connor Macdonald,hawthorn,12954,resolved,0.164,2.6,8
1,Ess v Haw,Cam Mackenzie,hawthorn,13031,resolved,0.13,2.0,9
1,Ess v Haw,Zach Merrett,essendon,12241,resolved,0.122,1.8,10
1,Ess v Haw,Josh Weddle,hawthorn,13057,resolved,0.101,1.5,11
1,Ess v Haw,Dylan Moore,hawthorn,12710,resolved,0.07,1.0,12
1,Ess v Haw,Sam Durham,essendon,12925,resolved,0.038,0.5,13
1,Ess v Haw,Karl Amon,hawthorn,12357,resolved,0.032,0.4,14
1,Ess v Haw,Blake Hardwick,hawthorn,12469,resolved,0.03,0.4,17
1,Ess v Haw,Lloyd Meek,hawthorn,12856,resolved,0.028,0.3,16
1,Ess v Haw,Ned Reeves,hawthorn,12906,resolved,0.027,0.2,15
1,Ess v Haw,Jack Ginnivan,hawthorn,12927,resolved,0.022,0.2,18
1,Ess v Haw,Mason Redman,essendon,12437,resolved,0.02,0.2,19
1,Ess v Haw,Tom Barrass,hawthorn,12383,resolved,0.017,0.1,20
1,Ess v Haw,Josh Battle,hawthorn,12558,resolved,0.009,0.0,21
1,Ess v Haw,Jack Scrimshaw,hawthorn,12565,resolved,0.008,0.0,22
1,Ess v Haw,Massimo D'Ambrosio,hawthorn,12998,resolved,0.006,0.0,23
1,Ess v Haw,Mabior Chol,hawthorn,12485,resolved,0.004,0.0,24
1,Ess v Haw,Jye Caldwell,essendon,12755,resolved,0.003,0.0,26
1,Ess v Haw,Darcy Parish,essendon,12406,resolved,0.003,0.0,25
1,Ess v Haw,Archie Roberts,essendon,13168,resolved,0.002,0.0,27
1,Ess v Haw,Andrew McGrath,essendon,12491,resolved,0.001,0.0,28
1,Ess v Haw,Brayden Fiorini,essendon,12481,resolved,0.0,0.0,29
1,Ess v Haw,Mitch Lewis,hawthorn,12636,resolved,0.0,0.0,30
1,Ess v Haw,Ben McKay,essendon,12580,resolved,0.0,0.0,31
1,Ess v Haw,Lachlan Blakiston,essendon,13237,resolved,0.0,0.0,32
1,Ess v Haw,Xavier Duursma,essendon,12696,resolved,0.0,0.0,33
1,Ess v Haw,Sam Butler,hawthorn,12988,resolved,0.0,0.0,34
1,Ess v Haw,Archie Perkins,essendon,12879,resolved,0.0,0.0,35
1,Ess v Haw,Zak Johnson,essendon,13231,resolved,0.0,0.0,36
1,Ess v Haw,Dyson Sharp,essendon,13283,resolved,0.0,0.0,37
1,Ess v Haw,Jayden Nguyen,essendon,13258,resolved,0.0,0.0,38
1,Ess v Haw,Nate Caddy,essendon,13148,resolved,0.0,0.0,39
1,Ess v Haw,Jaxon Prior,essendon,12874,resolved,0.0,0.0,40
1,Ess v Haw,Peter Wright,essendon,12366,resolved,0.0,0.0,41
1,Ess v Haw,Max Kondogiannis,essendon,13282,resolved,0.0,0.0,42
1,Ess v Haw,Zach Reid,essendon,12889,resolved,0.0,0.0,43
1,Ess v Haw,Kyle Langford,essendon,12349,resolved,0.0,0.0,44
1,Ess v Haw,Hussien El Achkar,essendon,13281,resolved,0.0,0.0,45
1,Ess v Haw,Archer May,essendon,13238,resolved,0.0,0.0,46
1,WB v GWS,Marcus Bontempelli,western_bulldogs,12269,resolved,2.667,67.8,1
1,WB v GWS,Aaron Naughton,western_bulldogs,12594,resolved,2.192,30.4,2
1,WB v GWS,Tom Liberatore,western_bulldogs,11898,resolved,0.507,1.1,3
1,WB v GWS,Matthew Kennedy,western_bulldogs,12455,resolved,0.286,0.5,4
1,WB v GWS,Tim English,western_bulldogs,12537,resolved,0.123,0.1,5
1,WB v GWS,Sam Darcy,western_bulldogs,13021,resolved,0.082,0.0,6
1,WB v GWS,Lachie Jaques,western_bulldogs,13275,resolved,0.048,0.0,7
1,WB v GWS,Finn Callaghan,greater_western_sydney,12969,resolved,0.019,0.0,8
1,WB v GWS,Ed Richards,western_bulldogs,12605,resolved,0.017,0.0,9
1,WB v GWS,Connor Budarick,western_bulldogs,12769,resolved,0.009,0.0,10
1,WB v GWS,Bailey Dale,western_bulldogs,12354,resolved,0.007,0.0,11
1,WB v GWS,Toby Greene,greater_western_sydney,12025,resolved,0.007,0.0,12
1,WB v GWS,Ryley Sanders,western_bulldogs,13103,resolved,0.006,0.0,14
1,WB v GWS,Joel Freijah,western_bulldogs,13140,resolved,0.005,0.0,13
1,WB v GWS,Lachie Ash,greater_western_sydney,12782,resolved,0.003,0.0,15
1,WB v GWS,Clayton Oliver,greater_western_sydney,12410,resolved,0.003,0.0,17
1,WB v GWS,Rory Lobb,western_bulldogs,12282,resolved,0.003,0.0,16
1,WB v GWS,Bailey Williams,western_bulldogs,12441,resolved,0.003,0.0,22
1,WB v GWS,Buku Khamis,western_bulldogs,12900,resolved,0.003,0.0,21
