player_id,wheelo_ev,wheelo_player_name,team_id,n_matches,wheelo_rank
12017,4.475,Jeremy Cameron,geelong,17,75.0
13129,4.3180000000000005,Patrick Voss,fremantle,22,76.0
12060,4.297000000000001,Bradley Hill,st_kilda,23,77.0
12455,4.205,Matthew Kennedy,western_bulldogs,23,78.0
12925,4.154,Sam Durham,essendon,20,79.0
13168,4.083,Archie Roberts,essendon,21,80.0
12756,4.047,Kade Chandler,melbourne,22,81.0
12794,4.029999999999999,Will Day,hawthorn,11,82.0
11713,4.003,Taylor Walker,adelaide,16,83.0
13041,3.987,Bodhi Uwland,gold_coast,23,84.0
12595,3.8009999999999997,Tim Kelly,west_coast,21,85.0
12975,3.7809999999999997,Paul Curtis,north_melbourne,20,86.0
12594,3.722,Aaron Naughton,western_bulldogs,22,87.0
13031,3.493,Cam Mackenzie,hawthorn,21,88.0
12992,3.476,Shannon Neale,geelong,23,89.0
12728,3.471,Ben King,gold_coast,23,90.0
12354,3.471,Bailey Dale,western_bulldogs,18,90.0
4182,3.454,Scott Pendlebury,collingwood,17,92.0
12871,3.407,Tanner Bruhn,geelong,21,93.0
12584,3.3799999999999994,Darcy Fogarty,adelaide,14,94.0
12892,3.359,Riley Thilthorpe,adelaide,20,95.0
12600,3.3499999999999996,Liam Ryan,st_kilda,17,96.0
12788,3.3320000000000003,Tristan Xerri,north_melbourne,19,97.0
12332,3.2760000000000002,James Sicily,hawthorn,22,98.0
11700,3.265,Patrick Dangerfield,geelong,17,99.0
12433,3.1910000000000003,Aliir Aliir,port_adelaide,22,100.0
12766,3.143,Mitch Georgiades,port_adelaide,21,101.0
12566,3.109,Harry McKay,carlton,21,102.0
12325,3.057,Jack Sinclair,st_kilda,15,103.0
12291,2.951,Daniel McStay,collingwood,23,104.0
12903,2.8619999999999997,Malcolm Rosas,sydney,16,105.0
13140,2.852,Joel Freijah,western_bulldogs,23,106.0
12469,2.8329999999999997,Blake Hardwick,hawthorn,23,107.0
12927,2.832,Jack Ginnivan,hawthorn,22,108.0
13026,2.745,Darcy Wilmot,brisbane_lions,23,109.0
13103,2.685,Ryley Sanders,western_bulldogs,21,110.0
12686,2.678,Noah Balta,richmond,17,111.0
12844,2.6430000000000002,Joel Amartey,sydney,15,112.0
11953,2.6189999999999998,Luke Parker,north_melbourne,23,113.0
13007,2.574,Jase Burgoyne,port_adelaide,23,114.0
12502,2.539,Jy Simpkin,north_melbourne,23,115.0
13047,2.515,Matthew Johnson,fremantle,22,116.0
13184,2.4299999999999997,Harvey Langford,melbourne,23,117.0
12601,2.393,Jake Waterman,west_coast,23,118.0
13263,2.349,Cooper Trembath,north_melbourne,23,119.0
13075,2.286,Karl Worner,fremantle,23,120.0
12518,2.269,Hugh McCluggage,brisbane_lions,13,121.0
12495,2.202,Dan Houston,collingwood,23,122.0
12519,2.163,Jarrod Berry,brisbane_lions,18,123.0
12076,2.162,Dayne Zorko,brisbane_lions,13,124.0
12412,2.15,Tom Papley,sydney,18,125.0
12340,2.141,Harris Andrews,brisbane_lions,20,126.0
12636,2.122,Mitch Lewis,hawthorn,22,127.0
12934,2.051,James Peatling,adelaide,21,128.0
12505,2.0220000000000002,Tom Stewart,geelong,21,129.0
12028,2.003,Stephen Coniglio,greater_western_sydney,21,130.0
12688,1.9609999999999999,Jordan Clark,fremantle,23,131.0
11898,1.9569999999999999,Tom Liberatore,western_bulldogs,11,132.0
13160,1.953,Lawson Humphries,geelong,22,133.0
13148,1.896,Nate Caddy,essendon,22,134.0
12150,1.8789999999999998,Ollie Wines,port_adelaide,19,135.0
12873,1.842,Francis Evans,carlton,21,136.0
12408,1.802,Josh Dunkley,brisbane_lions,23,137.0
12563,1.793,Nick Larkey,north_melbourne,23,138.0
12497,1.78,Oliver Florent,carlton,23,139.0
12656,1.745,Brent Daniels,greater_western_sydney,10,140.0
12777,1.7109999999999999,Hayden Young,fremantle,14,141.0
12931,1.635,Jake Bowey,melbourne,15,142.0
13107,1.632,Colby McKercher,north_melbourne,23,143.0
12598,1.615,Bayley Fritsch,melbourne,21,144.0
13335,1.588,Joel Fitzgerald,melbourne,10,145.0
13139,1.587,Joe Richards,port_adelaide,20,146.0
12165,1.5490000000000002,Rory Laird,adelaide,18,147.0
12413,1.53,Callum Mills,sydney,22,148.0
12542,1.5270000000000001,Luke Ryan,fremantle,22,149.0
13187,1.5,Finn O'Sullivan,north_melbourne,19,150.0
12417,1.4999999999999998,Marc Pittonet,carlton,20,151.0
12403,1.484,Daniel Rioli,gold_coast,20,152.0
12061,1.475,Jack Crisp,collingwood,23,153.0
12690,1.46,Tom Atkins,geelong,23,154.0
12441,1.437,Bailey Williams,western_bulldogs,17,155.0
12948,1.435,Mitch Owens,st_kilda,20,156.0
13049,1.3980000000000001,Bailey Humphrey,gold_coast,20,157.0
12627,1.3900000000000001,Tom McCartin,sydney,20,158.0
12801,1.3880000000000001,Michael Frederick,fremantle,18,159.0
12710,1.326,Dylan Moore,hawthorn,22,160.0
12899,1.275,Nick Bryan,essendon,13,161.0
12498,1.237,Ben Ainsworth,carlton,23,162.0
12876,1.237,Beau McCreery,collingwood,22,162.0
13099,1.2209999999999999,Caleb Windsor,melbourne,20,164.0
12653,1.207,Harrison Petty,melbourne,19,165.0
12937,1.198,Brodie Kemp,carlton,23,166.0
12609,1.1889999999999998,Jack Higgins,st_kilda,16,167.0
13066,1.173,Oisin Mullin,geelong,23,168.0
12153,1.165,Mark Blicavs,geelong,18,169.0
12938,1.159,Charlie Comben,north_melbourne,22,170.0
12851,1.1589999999999998,Oliver Henry,geelong,22,171.0
13197,1.13,Levi Ashcroft,brisbane_lions,23,172.0
12890,1.123,Jordon Sweet,port_adelaide,22,173.0
12300,1.101,Tim Membrey,collingwood,19,174.0
12796,1.0939999999999999,Dylan Stephens,north_melbourne,23,175.0
12824,1.067,Sam Flanders,st_kilda,12,176.0
12558,1.0610000000000002,Josh Battle,hawthorn,21,177.0
12689,1.058,Gryan Miers,geelong,15,178.0
12394,1.055,Oscar McDonald,fremantle,10,179.0
12619,1.044,James Worpel,geelong,11,180.0
13122,1.04,Connor O'Sullivan,geelong,23,181.0
13110,1.032,Darcy Wilson,st_kilda,22,182.0
12856,1.012,Lloyd Meek,hawthorn,23,183.0
13038,1.008,Reuben Ginbey,west_coast,13,184.0
13240,1.002,Tom McCarthy,west_coast,22,185.0
12366,0.98,Peter Wright,essendon,18,186.0
11905,0.9740000000000001,Jack Darling,north_melbourne,22,187.0
11751,0.9470000000000001,Steele Sidebottom,collingwood,20,188.0
12537,0.934,Tim English,western_bulldogs,15,189.0
12567,0.931,Will Setterfield,essendon,11,190.0
12674,0.902,Tom De Koning,st_kilda,20,191.0
11894,0.902,Ryan Lester,brisbane_lions,19,191.0
12393,0.887,Ed Langdon,melbourne,23,193.0
13294,0.879,Milan Murdock,west_coast,20,194.0
12996,0.874,Daniel Turner,melbourne,19,195.0
12177,0.8580000000000001,Jarrod Witts,gold_coast,13,196.0
12670,0.851,Conor Nash,hawthorn,10,197.0
12912,0.845,Josh Worrell,adelaide,22,198.0
12087,0.819,Elliot Yeo,west_coast,21,199.0
12809,0.8160000000000001,Mark Keane,adelaide,9,200.0
12592,0.816,Cam Rayner,brisbane_lions,23,201.0
12714,0.815,James Rowbottom,sydney,21,202.0
13065,0.773,Lachlan McAndrew,adelaide,22,203.0
12597,0.772,Esava Ratugolea,port_adelaide,8,204.0
12357,0.752,Karl Amon,hawthorn,18,205.0
12929,0.746,Cooper Sharman,st_kilda,21,206.0
12418,0.724,Jayden Short,richmond,21,207.0
13101,0.72,Harvey Thomas,greater_western_sydney,22,208.0
13212,0.719,Matthew Carroll,carlton,10,209.0
12434,0.705,Ben Keays,adelaide,23,210.0
13195,0.6890000000000001,Riley Bice,sydney,20,211.0
13019,0.688,Mac Andrew,gold_coast,23,212.0
12998,0.6809999999999999,Massimo D'Ambrosio,hawthorn,23,213.0
12166,0.6739999999999999,Jack Macrae,st_kilda,12,214.0
13064,0.673,George Wardlaw,north_melbourne,16,215.0
12810,0.67,Sam Draper,brisbane_lions,22,216.0
12422,0.667,Darcy Byrne-Jones,port_adelaide,22,217.0
12910,0.655,Callum Brown,greater_western_sydney,18,218.0
12750,0.644,Connor Idun,greater_western_sydney,23,219.0
13022,0.634,Jai Serong,sydney,22,220.0
13146,0.622,Edward Allan,collingwood,18,221.0
12521,0.604,Ben Long,gold_coast,21,222.0
13278,0.5690000000000001,Zeke Uwland,gold_coast,17,223.0
13117,0.5680000000000001,Kane McAuliffe,richmond,10,224.0
12967,0.558,Marcus Windhager,st_kilda,23,225.0
11967,0.542,Jeremy Howe,collingwood,17,226.0
12772,0.537,Toby Bedford,greater_western_sydney,17,227.0
12083,0.533,Jamie Elliott,collingwood,11,228.0
13292,0.522,Willem Duursma,west_coast,22,229.0
13132,0.513,Daniel Curtin,adelaide,16,230.0
12664,0.508,Kane Farrell,port_adelaide,13,231.0
12700,0.505,Lachie Schultz,collingwood,21,232.0
12367,0.48600000000000004,Alex Neal-Bullen,adelaide,21,233.0
12509,0.48,Will Hayward,carlton,21,234.0
13100,0.47300000000000003,Seth Campbell,richmond,23,235.0
13123,0.46900000000000003,Koltyn Tholstrup,melbourne,23,236.0
12578,0.467,Patrick Lipinski,collingwood,19,237.0
12891,0.46,Sam De Koning,geelong,19,238.0
12485,0.443,Mabior Chol,hawthorn,18,239.0
12536,0.43599999999999994,Harry Perryman,collingwood,16,240.0
13297,0.43000000000000005,Talor Byrne,carlton,18,241.0
12889,0.42,Zach Reid,essendon,23,242.0
13279,0.41900000000000004,Phoenix Gothard,greater_western_sydney,16,243.0
12444,0.41600000000000004,Sam Collins,gold_coast,21,244.0
12864,0.412,Harry Sharp,melbourne,23,245.0
12778,0.411,Trent Rivers,melbourne,16,246.0
12863,0.391,Braeden Campbell,sydney,6,247.0
12352,0.377,Alex Pearce,fremantle,20,248.0
12951,0.37,Angus Sheldrick,sydney,18,249.0
12966,0.36700000000000005,Neil Erasmus,fremantle,23,250.0
13054,0.366,Aaron Cadman,greater_western_sydney,18,251.0
13057,0.361,Josh Weddle,hawthorn,20,252.0
12351,0.35000000000000003,Jake Lever,melbourne,22,253.0
12916,0.342,Lachlan Bramble,western_bulldogs,23,254.0
12695,0.333,Willem Drew,port_adelaide,22,255.0
12603,0.327,Adam Cerra,carlton,20,256.0
12861,0.325,Logan McDonald,sydney,21,257.0
13050,0.32,Ned Moyle,gold_coast,16,258.0
12276,0.308,Blake Acres,carlton,10,259.0
13121,0.303,Ethan Read,gold_coast,15,260.0
12557,0.298,Cameron Zurhaar,north_melbourne,23,261.0
12652,0.28900000000000003,Wil Powell,gold_coast,20,262.0
12994,0.289,Matt Roberts,sydney,19,263.0
13036,0.281,Mattaes Phillipou,st_kilda,21,264.0
13021,0.28,Sam Darcy,western_bulldogs,6,265.0
12932,0.279,Brayden Cook,adelaide,22,266.0
12952,0.274,Jake Soligo,adelaide,20,267.0
13182,0.257,Matthew Jefferson,melbourne,16,268.0
13339,0.254,Marcus Herbert,west_coast,10,269.0
13087,0.252,Elijah Tsatas,essendon,6,270.0
13072,0.252,Jaspa Fletcher,brisbane_lions,23,270.0
12740,0.245,Isaac Quaynor,collingwood,20,272.0
13340,0.245,Sam Swadling,collingwood,8,272.0
12904,0.242,Kieren Briggs,greater_western_sydney,18,274.0
12371,0.239,Brayden Maynard,collingwood,17,275.0
12960,0.23500000000000001,Nathan O'Driscoll,fremantle,16,276.0
12508,0.229,Nic Newman,carlton,16,277.0
12383,0.224,Tom Barrass,hawthorn,19,278.0
12933,0.222,Joel Jeffrey,gold_coast,22,279.0
13023,0.215,Ned Long,collingwood,21,280.0
13247,0.21,Jobe Shanahan,west_coast,23,281.0
12875,0.20900000000000002,Heath Chapman,fremantle,22,282.0
12551,0.208,Zach Guthrie,geelong,23,283.0
13313,0.207,Patrick Retschko,richmond,18,284.0
13164,0.198,Joe Fonti,greater_western_sydney,22,285.0
12769,0.189,Connor Budarick,western_bulldogs,14,286.0
12745,0.185,Hayden McLean,sydney,10,287.0
12268,0.182,Jake Lloyd,sydney,23,288.0
12462,0.17900000000000002,Harry Himmelberg,greater_western_sydney,23,289.0
12544,0.178,Brennan Cox,fremantle,18,290.0
12644,0.177,Sam Taylor,greater_western_sydney,12,291.0
12752,0.16699999999999998,Changkuoth Jiath,melbourne,15,292.0
12091,0.16,Nick Haynes,carlton,18,293.0
12834,0.16,Jake Riccardi,greater_western_sydney,9,293.0
12391,0.16,Conor McKenna,brisbane_lions,17,293.0
12661,0.159,Liam Baker,west_coast,20,296.0
12672,0.157,Sam Switkowski,fremantle,22,297.0
13190,0.15699999999999997,Sam Lalor,richmond,12,298.0
12236,0.155,Jack Martin,geelong,18,299.0
13032,0.148,Bailey Laurie,melbourne,16,300.0
13283,0.14600000000000002,Dyson Sharp,essendon,15,301.0
13028,0.146,Lachlan Cowan,carlton,22,302.0
13276,0.144,Michael Sellwood,western_bulldogs,23,303.0
13307,0.14300000000000002,Sullivan Robey,essendon,15,304.0
13317,0.14100000000000001,Billy Cootee,sydney,9,305.0
13086,0.137,James Borlase,adelaide,17,306.0
12821,0.136,Xavier O'Halloran,greater_western_sydney,14,307.0
11820,0.136,Jake Melksham,melbourne,6,307.0
12579,0.133,Harry Morrison,hawthorn,13,309.0
13177,0.128,Isaac Kako,essendon,15,310.0
12377,0.125,Jayden Laverde,greater_western_sydney,19,311.0
13033,0.121,Judd McVee,fremantle,21,312.0
12458,0.121,Jack Silvagni,st_kilda,23,312.0
13138,0.12,Bruce Reville,brisbane_lions,18,314.0
12838,0.12,Keidean Coleman,brisbane_lions,13,314.0
12499,0.118,Jack Bowes,geelong,9,316.0
12676,0.118,Billy Frampton,collingwood,23,316.0
12282,0.11699999999999999,Rory Lobb,western_bulldogs,20,318.0
13260,0.11299999999999999,Jesse Dattoli,sydney,3,319.0
13081,0.112,Luke Nankervis,adelaide,16,320.0
13328,0.109,Hugo Hall-Kahan,adelaide,11,321.0
12531,0.109,Mark O'Connor,geelong,20,321.0
13248,0.106,Roan Steele,collingwood,18,323.0
11948,0.104,Tom Lynch,richmond,15,324.0
13204,0.104,Isaiah Dudley,fremantle,23,324.0
13306,0.099,Angus Anderson,collingwood,16,326.0
12829,0.09799999999999999,Jordon Butts,adelaide,9,327.0
13045,0.097,Harry Rowston,greater_western_sydney,12,328.0
12655,0.096,Oscar Allen,brisbane_lions,11,329.0
13043,0.09500000000000001,Tylar Young,west_coast,23,330.0
12334,0.095,Liam Duggan,west_coast,22,331.0
13220,0.095,Hugh Boxshall,st_kilda,10,331.0
12175,0.094,Zac Williams,carlton,9,333.0
13062,0.093,Jhye Clark,geelong,9,334.0
13156,0.091,Logan Evans,port_adelaide,19,335.0
12755,0.091,Jye Caldwell,essendon,17,335.0
13217,0.08900000000000001,Oliver Wiltshire,geelong,14,337.0
13285,0.088,Mitchell Edwards,geelong,18,338.0
12312,0.088,Mason Wood,st_kilda,20,338.0
12440,0.087,Jacob Hopper,richmond,12,340.0
12607,0.087,Jack Henry,geelong,19,340.0
13287,0.08600000000000001,Tom Blamires,north_melbourne,17,342.0
12818,0.086,Sam Wicks,sydney,18,343.0
13098,0.085,Blake Howes,melbourne,20,344.0
12374,0.084,Toby Nankervis,richmond,12,345.0
12453,0.083,Corey Wagner,fremantle,13,346.0
12629,0.083,Isaac Cumming,adelaide,16,346.0
12942,0.08299999999999999,Alex Davies,gold_coast,6,348.0
13289,0.082,Jack Watkins,port_adelaide,11,349.0
13299,0.08199999999999999,Jacob Farrow,essendon,21,350.0
12860,0.081,James Jordon,sydney,22,351.0
12906,0.08,Ned Reeves,hawthorn,15,352.0
12748,0.078,Rhylee West,western_bulldogs,22,353.0
12385,0.077,Lachie Weller,gold_coast,11,354.0
12867,0.076,Miles Bergman,port_adelaide,16,355.0
13232,0.075,Leonardo Lombard,gold_coast,23,356.0
12724,0.075,Darcy Fort,brisbane_lions,22,356.0
12437,0.075,Mason Redman,essendon,16,356.0
13001,0.075,Ryan Angwin,greater_western_sydney,20,356.0
12704,0.074,Jack Lukosius,port_adelaide,8,360.0
13027,0.07300000000000001,Max Michalanney,adelaide,23,361.0
12831,0.073,Liam Henry,st_kilda,8,362.0
12174,0.07100000000000001,Nick Vlastuin,richmond,22,363.0
13259,0.07100000000000001,Jack Whitlock,port_adelaide,23,363.0
13046,0.07,Arthur Jones,western_bulldogs,18,365.0
13298,0.069,Oscar Steene,collingwood,8,366.0
12866,0.068,Tom Powell,north_melbourne,8,367.0
12697,0.066,Connor Rozee,port_adelaide,2,368.0
13157,0.065,Caiden Cleary,sydney,9,369.0
13280,0.064,Toby Murray,adelaide,13,370.0
11917,0.064,Dion Prestia,richmond,17,370.0
13016,0.063,Elijah Hollands,carlton,6,372.0
12872,0.063,Nick Murray,adelaide,11,372.0
12774,0.059,Deven Robertson,west_coast,4,374.0
13029,0.058,Oliver Hollands,carlton,12,375.0
13222,0.058,Josaia Delana,greater_western_sydney,9,375.0
12246,0.056999999999999995,Luke McDonald,north_melbourne,18,377.0
13275,0.056,Lachie Jaques,western_bulldogs,10,378.0
13213,0.05500000000000001,Cooper Hynes,western_bulldogs,21,379.0
12565,0.055,Jack Scrimshaw,hawthorn,6,380.0
12404,0.054,Mitch McGovern,carlton,23,381.0
12491,0.052,Andrew McGrath,essendon,20,382.0
13316,0.051000000000000004,Sam Cumming,richmond,14,383.0
13159,0.049,Zac Taylor,adelaide,21,384.0
13119,0.049,Sam Clohesy,gold_coast,12,384.0
13293,0.049,Josh Lindsay,west_coast,15,384.0
12402,0.048999999999999995,Jacob Weitering,carlton,12,387.0
12141,0.048,Jaeger O'Meara,fremantle,6,388.0
12349,0.048,Kyle Langford,essendon,19,388.0
12090,0.047,Lincoln McCarthy,brisbane_lions,8,390.0
13170,0.047,Cooper Lord,carlton,9,390.0
12454,0.046,Eric Hipwood,brisbane_lions,10,392.0
12900,0.046,Buku Khamis,western_bulldogs,23,392.0
13096,0.046,Tom Brown,richmond,18,392.0
13341,0.045000000000000005,Beau Addinsall,gold_coast,9,395.0
12428,0.045,Mason Cox,fremantle,16,396.0
12874,0.045,Jaxon Prior,essendon,22,396.0
13158,0.044,Max Gruzewski,greater_western_sydney,15,398.0
13303,0.044,Wade Derksen,carlton,14,398.0
12267,0.043000000000000003,Darcy Gardiner,brisbane_lions,12,400.0
12639,0.042,Brody Mihocek,melbourne,10,401.0
13188,0.041,Joe Berry,port_adelaide,23,402.0
12976,0.041,Jack Carroll,st_kilda,12,402.0
12272,0.04,Christian Salem,melbourne,9,404.0
13150,0.04,Billy Dowling,adelaide,3,404.0
13236,0.04,Nicholas Madden,greater_western_sydney,9,404.0
12696,0.037,Xavier Duursma,essendon,18,407.0
12140,0.036000000000000004,Dane Rampe,sydney,15,408.0
12370,0.036,Jake Kolodjashnij,geelong,11,409.0
12806,0.035,Brad Close,geelong,16,410.0
12941,0.035,Ben Miller,richmond,21,410.0
13061,0.035,James O'Donnell,western_bulldogs,19,410.0
13106,0.034,Zane Duursma,north_melbourne,15,413.0
12559,0.034,Lewis Young,carlton,12,413.0
13300,0.033,Paddy Cross,melbourne,11,415.0
12988,0.032,Sam Butler,hawthorn,8,416.0
13216,0.032,Jedd Busslinger,western_bulldogs,8,416.0
12473,0.031,Reilly O'Brien,adelaide,2,418.0
13284,0.031,Will Lewis,western_bulldogs,12,418.0
13344,0.030000000000000002,Noah Mraz,hawthorn,4,420.0
13273,0.03,Harry Dean,carlton,20,421.0
13235,0.029,Ty Gallop,brisbane_lions,18,422.0
13199,0.028999999999999998,Christian Moraes,port_adelaide,12,423.0
13221,0.028999999999999998,Bo Allan,west_coast,19,423.0
12580,0.028,Ben McKay,essendon,15,425.0
12936,0.027,Corey Durdin,port_adelaide,23,426.0
13249,0.027,George Stevens,geelong,2,426.0
13301,0.026999999999999996,Josh Lai,port_adelaide,19,428.0
12886,0.026,Conor Stone,greater_western_sydney,10,429.0
13014,0.026,Tyler Sonsie,richmond,15,429.0
13310,0.026,Charlie Edwards,adelaide,2,429.0
12721,0.025,Liam Stocker,st_kilda,18,432.0
13363,0.025,Max Beattie,hawthorn,2,432.0
11847,0.025,Rhys Stanley,geelong,1,432.0
12902,0.025,Hugo Ralphsmith,richmond,13,432.0
12723,0.024,Oskar Baker,western_bulldogs,9,436.0
12843,0.023,Finn Maginness,hawthorn,6,437.0
12631,0.023,Jordan Ridley,essendon,7,437.0
12946,0.023,Jackson Mead,port_adelaide,10,437.0
12625,0.022000000000000002,Charlie Ballard,gold_coast,11,440.0
12015,0.022,Harry Cunningham,sydney,13,441.0
13077,0.022,Cooper Harvey,north_melbourne,7,441.0
12882,0.022,Lachie Jones,port_adelaide,20,441.0
13015,0.022,Jai Culley,melbourne,7,441.0
13353,0.022,Jay Polkinghorne,geelong,6,441.0
13318,0.021,William Edwards,sydney,14,446.0
12511,0.020999999999999998,Griffin Logue,north_melbourne,16,447.0
12414,0.020999999999999998,Callum Ah Chee,adelaide,7,447.0
12718,0.02,Noah Answerth,brisbane_lions,15,449.0
12957,0.019,Brady Hough,west_coast,23,450.0
13108,0.019,Toby Pink,north_melbourne,5,450.0
12802,0.019,Ryan Byrnes,st_kilda,15,450.0
13120,0.018000000000000002,Will Graham,gold_coast,12,453.0
12730,0.018000000000000002,Callum Coleman-Jones,north_melbourne,5,453.0
13185,0.017,Xavier Lindsay,melbourne,6,455.0
13254,0.017,Max Heath,melbourne,7,455.0
12446,0.017,Tom Cole,west_coast,17,455.0
12456,0.016,Nathan Broad,richmond,21,458.0
13078,0.016,Sam Banks,richmond,18,458.0
13178,0.016,Sam Davidson,western_bulldogs,16,458.0
13114,0.016,Jed Walter,gold_coast,18,458.0
12181,0.015000000000000001,Aidan Corr,north_melbourne,16,462.0
12009,0.015,Tom McDonald,melbourne,10,463.0
13253,0.015,Taj Hotton,richmond,10,463.0
12608,0.015,Nick Coffield,western_bulldogs,13,463.0
13070,0.015,Ryan Maric,west_coast,12,463.0
12321,0.014,Jesse Hogan,greater_western_sydney,9,467.0
12490,0.014,Dan Butler,st_kilda,10,467.0
13348,0.014,Jack Ough,greater_western_sydney,5,467.0
13350,0.014,Oliver Greeves,hawthorn,4,467.0
13113,0.014,Mykelti Lefau,richmond,21,467.0
13210,0.014,Hamish Davis,west_coast,21,467.0
13000,0.014,Rhett Bazzo,west_coast,14,467.0
13068,0.013999999999999999,Harvey Harrison,collingwood,11,474.0
13238,0.013999999999999999,Archer May,essendon,10,474.0
13145,0.013000000000000001,Steely Green,richmond,20,476.0
12800,0.013000000000000001,Cody Weightman,western_bulldogs,9,476.0
13269,0.013000000000000001,Ewan Mackinlay,port_adelaide,14,476.0
12991,0.013000000000000001,Jacob Wehr,port_adelaide,17,476.0
12622,0.013000000000000001,Charlie Spargo,north_melbourne,19,476.0
13321,0.013000000000000001,Jack Ison,carlton,8,476.0
13179,0.013,Josh Dolan,western_bulldogs,11,482.0
13256,0.013,Zac Banch,north_melbourne,8,482.0
12822,0.012,Matthew Cottrell,carlton,12,484.0
12359,0.012,Joel Hamling,sydney,9,484.0
13265,0.012,Jordan Croft,western_bulldogs,17,484.0
13095,0.011,James Trezise,richmond,14,487.0
12526,0.011,Lewis Melican,sydney,10,487.0
13327,0.011,Harry Kyle,sydney,10,487.0
12921,0.011,Luke Pedlar,adelaide,10,487.0
13347,0.011,Riley Hamilton,greater_western_sydney,8,487.0
13357,0.01,Oscar Ryan,adelaide,2,492.0
12846,0.01,Jack Buckley,greater_western_sydney,9,492.0
13251,0.01,Oscar Adams,gold_coast,13,492.0
