player_id,player_name,team_id,production_rank,production_ev,objective_rank,objective_ev,wheelo_ev,wheelo_rank,espn_ev,espn_rank,betfair_ev,betfair_rank,our_midpoint,our_internal_gap,n_external_sources,external_consensus_ev,external_min,external_max,external_range,external_source_label,our_external_gap,external_consensus_rank,agreement_category
12950,Nasiah Wanganeen-Milera,st_kilda,11.0,20.04957996233928,23,17.236941373814098,22.352,9.0,23.0,9.0,,,18.64326066807669,2.812638588525182,2,22.676000000000002,22.352,23.0,0.6479999999999997,Wheelo + ESPN benchmark,-4.032739331923313,5.0,PRODUCTION + EXTERNAL AGREE
12698,Zak Butters,port_adelaide,12.0,19.780257741562025,14,20.52419612831691,18.685,16.0,19.0,16.0,,,20.152226934939467,0.7439383867548841,2,18.8425,18.685,19.0,0.3150000000000013,Wheelo + ESPN benchmark,1.3097269349394658,8.0,STRONG CONVERGENCE
11966,Max Gawn,melbourne,13.0,19.01653471955606,8,22.932131203808503,19.552,13.0,25.0,4.0,4.0,7.0,20.97433296168228,3.9155964842524433,3,16.184,4.0,25.0,21.0,Wheelo + ESPN + Betfair benchmark,4.790332961682278,13.0,HIGH DISAGREEMENT
12771,Kysaiah Pickett,melbourne,14.0,18.93946379833953,25,15.847297253786207,18.823,15.0,21.0,13.0,3.0,9.0,17.39338052606287,3.092166544553324,3,14.274333333333333,3.0,21.0,18.0,Wheelo + ESPN + Betfair benchmark,3.1190471927295373,20.0,OBJECTIVE + EXTERNAL AGREE
12915,Jai Newcombe,hawthorn,15.0,18.548093291501047,7,24.042781305812497,24.021,6.0,21.0,13.0,2.0,22.0,21.295437298656772,5.49468801431145,3,15.673666666666668,2.0,24.021,22.021,Wheelo + ESPN + Betfair benchmark,5.621770631990104,15.0,HIGH DISAGREEMENT
12605,Ed Richards,western_bulldogs,16.0,18.045732035249657,12,21.182235529267807,15.958,19.0,22.0,11.0,3.0,9.0,19.61398378225873,3.13650349401815,3,13.652666666666667,3.0,22.0,19.0,Wheelo + ESPN + Betfair benchmark,5.961317115592065,23.0,HIGH DISAGREEMENT
12956,Jason Horne-Francis,port_adelaide,17.0,16.961239635660696,18,19.024726868399476,19.827,12.0,19.0,16.0,,,17.992983252030086,2.0634872327387797,2,19.4135,19.0,19.827,0.8270000000000017,Wheelo + ESPN benchmark,-1.4205167479699128,7.0,STRONG CONVERGENCE
12786,Caleb Serong,fremantle,18.0,14.505552234910663,17,19.696882239786763,15.197,22.0,,,,,17.101217237348713,5.1913300048761,1,15.197,15.197,15.197,0.0,Wheelo benchmark,1.904217237348714,19.0,PRODUCTION + EXTERNAL AGREE
12862,Errol Gulden,sydney,19.0,14.394967702004797,42,9.445238560942462,15.823,20.0,16.5,19.0,4.5,4.0,11.92010313147363,4.949729141062335,3,12.274333333333333,4.5,16.5,12.0,Wheelo + ESPN + Betfair benchmark,-0.35423020185970344,24.0,HIGH DISAGREEMENT
12881,Max Holmes,geelong,20.0,14.232218752102543,31,13.237761216828757,14.014999999999999,26.0,14.5,21.0,,,13.73498998446565,0.9944575352737868,2,14.2575,14.014999999999999,14.5,0.4850000000000012,Wheelo + ESPN benchmark,-0.5225100155343512,21.0,STRONG CONVERGENCE
12410,Clayton Oliver,greater_western_sydney,21.0,13.982747072444973,10,21.3815151498554,10.488,34.0,14.0,22.0,1.0,38.0,17.682131111150184,7.398768077410427,3,8.496,1.0,14.0,13.0,Wheelo + ESPN + Betfair benchmark,9.186131111150184,39.0,HIGH DISAGREEMENT
12535,Shai Bolton,fremantle,22.0,13.682414069418996,34,12.61807988731196,12.466,28.0,,,1.5,35.0,13.150246978365479,1.0643341821070358,2,6.983,1.5,12.466,10.966,Wheelo + Betfair benchmark,6.167246978365479,44.0,OUR MODELS AGREE / EXTERNAL DIFFERS
12217,Brodie Grundy,sydney,23.0,13.29009899729213,36,11.201719465345516,9.552,42.0,,,2.0,22.0,12.245909231318823,2.0883795319466145,2,5.776,2.0,9.552,7.552,Wheelo + Betfair benchmark,6.469909231318823,54.0,HIGH DISAGREEMENT
12590,Luke Davies-Uniacke,north_melbourne,24.0,12.845630419671991,13,20.554888434038077,16.942999999999998,17.0,17.0,18.0,,,16.700259426855034,7.709258014366085,2,16.9715,16.942999999999998,17.0,0.05700000000000216,Wheelo + ESPN benchmark,-0.27124057314496497,10.0,HIGH DISAGREEMENT
11845,Jack Gunston,hawthorn,25.0,12.729615621310252,153,1.2933514794078722,10.083,36.0,,,4.5,4.0,7.0114835503590625,11.43626414190238,2,7.2915,4.5,10.083,5.583,Wheelo + Betfair benchmark,-0.28001644964093764,41.0,HIGH DISAGREEMENT
12797,Chad Warner,sydney,26.0,12.707368083651604,20,17.85981482257906,15.647,21.0,,,,,15.283591453115331,5.152446738927457,1,15.647,15.647,15.647,0.0,Wheelo benchmark,-0.36340854688466884,16.0,OBJECTIVE + EXTERNAL AGREE
12779,Luke Jackson,fremantle,27.0,12.705943906955696,9,22.58964273292247,14.919,23.0,16.0,20.0,,,17.647793319939083,9.883698825966775,2,15.4595,14.919,16.0,1.0809999999999995,Wheelo + ESPN benchmark,2.188293319939083,17.0,HIGH DISAGREEMENT
12767,Noah Anderson,gold_coast,28.0,12.278161183538751,27,15.32064527612067,11.019,31.0,14.0,22.0,3.0,9.0,13.79940322982971,3.042484092581919,3,9.339666666666666,3.0,14.0,11.0,Wheelo + ESPN + Betfair benchmark,4.459736563163045,35.0,HIGH DISAGREEMENT
12684,Sam Walsh,carlton,29.0,11.88264946130174,40,9.788561586097842,14.132,25.0,,,,,10.83560552369979,2.0940878752038987,1,14.132,14.132,14.132,0.0,Wheelo benchmark,-3.2963944763002093,22.0,HIGH DISAGREEMENT
13111,Harley Reid,west_coast,30.0,11.534634794982535,22,17.6740616100404,14.405000000000001,24.0,14.0,22.0,3.0,9.0,14.604348202511467,6.139426815057865,3,10.468333333333334,3.0,14.405000000000001,11.405000000000001,Wheelo + ESPN + Betfair benchmark,4.136014869178133,27.0,PRODUCTION + EXTERNAL AGREE
12430,Christian Petracca,gold_coast,31.0,11.407867569570945,24,16.144907604035826,11.885,29.0,14.0,22.0,3.0,9.0,13.776387586803384,4.737040034464881,3,9.628333333333332,3.0,14.0,11.0,Wheelo + ESPN + Betfair benchmark,4.148054253470052,32.0,PRODUCTION + EXTERNAL AGREE
13048,Jacob van Rooyen,melbourne,32.0,11.405372887593506,71,4.232199409561392,10.736,33.0,,,2.0,22.0,7.818786148577449,7.173173478032114,2,6.368,2.0,10.736,8.736,Wheelo + Betfair benchmark,1.450786148577449,48.0,HIGH DISAGREEMENT
12610,Zac Bailey,brisbane_lions,33.0,11.253981395375265,35,11.270937997076803,10.149000000000001,35.0,14.0,22.0,,,11.262459696226035,0.016956601701538787,2,12.0745,10.149000000000001,14.0,3.850999999999999,Wheelo + ESPN benchmark,-0.8120403037739656,25.0,STRONG CONVERGENCE
12589,Andrew Brayshaw,fremantle,34.0,11.232259575591398,39,10.155813081084997,16.116,18.0,,,3.0,9.0,10.694036328338196,1.076446494506401,2,9.558,3.0,16.116,13.116,Wheelo + Betfair benchmark,1.1360363283381965,34.0,STRONG CONVERGENCE
12421,Charlie Curnow,sydney,35.0,10.427444671896955,80,3.5050998379762497,9.758000000000001,40.0,,,,,6.9662722549366025,6.922344833920706,1,9.758000000000001,9.758000000000001,9.758000000000001,0.0,Wheelo benchmark,-2.7917277450633984,31.0,PRODUCTION + EXTERNAL AGREE
13193,Max Hall,st_kilda,36.0,10.322043092814903,19,18.010620099445767,10.074,37.0,,,1.0,38.0,14.166331596130334,7.688577006630863,2,5.537,1.0,10.074,9.074,Wheelo + Betfair benchmark,8.629331596130335,56.0,HIGH DISAGREEMENT
12411,George Hewett,carlton,37.0,10.164025181300447,43,9.1543417743411,9.151,44.0,,,,,9.659183477820774,1.009683406959347,1,9.151,9.151,9.151,0.0,Wheelo benchmark,0.5081834778207739,37.0,STRONG CONVERGENCE
12025,Toby Greene,greater_western_sydney,38.0,9.951610268952388,38,10.271158349359045,9.926,39.0,,,,,10.111384309155717,0.3195480804066566,1,9.926,9.926,9.926,0.0,Wheelo benchmark,0.18538430915571702,30.0,STRONG CONVERGENCE
12693,Tom Sparrow,melbourne,39.0,9.741481234048862,26,15.402427040819632,11.716,30.0,,,2.0,22.0,12.571954137434247,5.660945806770769,2,6.858,2.0,11.716,9.716,Wheelo + Betfair benchmark,5.713954137434247,46.0,HIGH DISAGREEMENT
12969,Finn Callaghan,greater_western_sydney,40.0,9.583308731615295,41,9.479645260691514,10.785,32.0,,,,,9.531476996153405,0.10366347092378092,1,10.785,10.785,10.785,0.0,Wheelo benchmark,-1.2535230038465954,26.0,STRONG CONVERGENCE
13104,Shaun Mannagh,geelong,41.0,9.450321186358194,48,7.992682679444423,10.062,38.0,,,,,8.721501932901308,1.4576385069137707,1,10.062,10.062,10.062,0.0,Wheelo benchmark,-1.3404980670986912,29.0,STRONG CONVERGENCE
12983,Jye Amiss,fremantle,42.0,9.389614472927525,100,2.6558951808125517,9.568,41.0,,,,,6.022754826870038,6.733719292114973,1,9.568,9.568,9.568,0.0,Wheelo benchmark,-3.5452451731299615,33.0,PRODUCTION + EXTERNAL AGREE
12241,Zach Merrett,essendon,43.0,9.225945725912704,45,8.427354395160446,6.093,62.0,,,3.0,9.0,8.826650060536576,0.7985913307522576,2,4.5465,3.0,6.093,3.093,Wheelo + Betfair benchmark,4.280150060536576,68.0,OUR MODELS AGREE / EXTERNAL DIFFERS
12887,Josh Treacy,fremantle,44.0,8.99246997263832,60,5.4700996194622045,6.7459999999999996,52.0,,,1.5,35.0,7.231284796050263,3.5223703531761155,2,4.122999999999999,1.5,6.7459999999999996,5.2459999999999996,Wheelo + Betfair benchmark,3.1082847960502633,73.0,OBJECTIVE + EXTERNAL AGREE
12768,Matt Rowell,gold_coast,45.0,8.660307872094174,29,14.306054963386318,13.648,27.0,14.0,22.0,3.0,9.0,11.483181417740246,5.645747091292144,3,10.216,3.0,14.0,11.0,Wheelo + ESPN + Betfair benchmark,1.2671814177402467,28.0,PRODUCTION + EXTERNAL AGREE
12331,Touk Miller,gold_coast,46.0,8.463389205562827,51,7.546391832015423,6.394,55.0,,,4.0,7.0,8.004890518789125,0.916997373547404,2,5.197,4.0,6.394,2.394,Wheelo + Betfair benchmark,2.807890518789125,59.0,OUR MODELS AGREE / EXTERNAL DIFFERS
12782,Lachie Ash,greater_western_sydney,47.0,8.130964419381165,109,2.1323471465889137,8.171999999999999,46.0,,,2.0,22.0,5.131655782985039,5.998617272792251,2,5.085999999999999,2.0,8.171999999999999,6.171999999999999,Wheelo + Betfair benchmark,0.04565578298503947,61.0,HIGH DISAGREEMENT
13125,Hugo Garcia,st_kilda,48.0,7.939914186730384,30,13.39508963871764,7.244999999999999,48.0,,,,,10.667501912724012,5.455175451987255,1,7.244999999999999,7.244999999999999,7.244999999999999,0.0,Wheelo benchmark,3.4225019127240124,42.0,PRODUCTION + EXTERNAL AGREE
13137,Logan Morris,brisbane_lions,49.0,7.760133270615386,82,3.421044776975509,6.9030000000000005,51.0,,,,,5.590589023795447,4.339088493639877,1,6.9030000000000005,6.9030000000000005,6.9030000000000005,0.0,Wheelo benchmark,-1.3124109762045535,45.0,PRODUCTION + EXTERNAL AGREE
12504,Tim Taranto,richmond,50.0,7.634678162566176,32,12.814761461778165,9.282,43.0,,,,,10.22471981217217,5.180083299211989,1,9.282,9.282,9.282,0.0,Wheelo benchmark,0.9427198121721698,36.0,PRODUCTION + EXTERNAL AGREE
12743,John Noble,gold_coast,51.0,7.29541671042546,134,1.633424861104319,6.744,53.0,,,1.0,38.0,4.464420785764889,5.661991849321141,2,3.872,1.0,6.744,5.744,Wheelo + Betfair benchmark,0.5924207857648893,77.0,HIGH DISAGREEMENT
12699,Nick Blakey,sydney,52.0,6.901986542795094,72,4.133170538152434,6.706,54.0,,,,,5.517578540473764,2.7688160046426598,1,6.706,6.706,6.706,0.0,Wheelo benchmark,-1.1884214595262366,47.0,PRODUCTION + EXTERNAL AGREE
13105,Nick Watson,hawthorn,53.0,6.801525462081028,97,2.697200219670077,6.992,50.0,,,4.5,4.0,4.749362840875553,4.104325242410951,2,5.746,4.5,6.992,2.492,Wheelo + Betfair benchmark,-0.9966371591244476,55.0,PRODUCTION + EXTERNAL AGREE
12849,Sam Berry,adelaide,54.0,6.653003102751347,37,11.01788104689478,8.722,45.0,,,,,8.835442074823064,4.3648779441434336,1,8.722,8.722,8.722,0.0,Wheelo benchmark,0.11344207482306423,38.0,HIGH DISAGREEMENT
12167,Jake Stringer,greater_western_sydney,55.0,6.6445487997330215,79,3.581313815827404,6.381,56.0,,,1.0,38.0,5.1129313077802125,3.0632349839056174,2,3.6905,1.0,6.381,5.381,Wheelo + Betfair benchmark,1.4224313077802124,80.0,OBJECTIVE + EXTERNAL AGREE
12954,Connor Macdonald,hawthorn,56.0,6.578089824572835,53,6.428657094611089,6.0040000000000004,64.0,,,1.0,38.0,6.503373459591963,0.14943272996174617,2,3.5020000000000002,1.0,6.0040000000000004,5.0040000000000004,Wheelo + Betfair benchmark,3.0013734595919623,82.0,OUR MODELS AGREE / EXTERNAL DIFFERS
12974,Oliver Dempsey,geelong,57.0,6.573872133525281,78,3.746806565239152,5.067,69.0,,,,,5.160339349382216,2.8270655682861294,1,5.067,5.067,5.067,0.0,Wheelo benchmark,0.09333934938221589,62.0,HIGH DISAGREEMENT
13180,Murphy Reid,fremantle,58.0,6.424393207793295,86,3.2327364980779296,6.177,58.0,,,,,4.828564852935612,3.191656709715365,1,6.177,6.177,6.177,0.0,Wheelo benchmark,-1.3484351470643876,50.0,PRODUCTION + EXTERNAL AGREE
13129,Patrick Voss,fremantle,59.0,6.114884119833374,85,3.240187893010095,4.3180000000000005,76.0,,,,,4.677536006421734,2.8746962268232794,1,4.3180000000000005,4.3180000000000005,4.3180000000000005,0.0,Wheelo benchmark,0.35953600642173367,70.0,HIGH DISAGREEMENT
12953,Josh Rachele,adelaide,60.0,6.092127523742349,58,5.830568022169628,5.116,68.0,,,,,5.961347772955989,0.26155950157272034,1,5.116,5.116,5.116,0.0,Wheelo benchmark,0.8453477729559893,60.0,STRONG CONVERGENCE
12564,Rowan Marshall,st_kilda,61.0,6.068027878973185,33,12.62342801365396,6.11,61.0,,,,,9.345727946313573,6.5554001346807755,1,6.11,6.11,6.11,0.0,Wheelo benchmark,3.235727946313573,52.0,PRODUCTION + EXTERNAL AGREE
12573,Josh Daicos,collingwood,62.0,6.022016738321149,122,1.8478065730441475,5.314,66.0,,,,,3.9349116556826482,4.174210165277001,1,5.314,5.314,5.314,0.0,Wheelo benchmark,-1.3790883443173518,58.0,PRODUCTION + EXTERNAL AGREE
12455,Matthew Kennedy,western_bulldogs,63.0,5.978983154156965,61,5.213226822072692,4.205,78.0,,,,,5.596104988114829,0.7657563320842726,1,4.205,4.205,4.205,0.0,Wheelo benchmark,1.3911049881148285,72.0,STRONG CONVERGENCE
12968,Kai Lohmann,brisbane_lions,64.0,5.953113016917809,110,2.1254182291583814,5.308999999999999,67.0,,,1.0,38.0,4.039265623038095,3.827694787759427,2,3.1544999999999996,1.0,5.308999999999999,4.308999999999999,Wheelo + Betfair benchmark,0.8847656230380956,95.0,OBJECTIVE + EXTERNAL AGREE
12237,Jarman Impey,hawthorn,65.0,5.917418250273903,84,3.3055558950793773,7.035,49.0,,,,,4.61148707267664,2.6118623551945253,1,7.035,7.035,7.035,0.0,Wheelo benchmark,-2.42351292732336,43.0,PRODUCTION + EXTERNAL AGREE
12060,Bradley Hill,st_kilda,66.0,5.756092104900636,178,1.0098683260319514,4.297000000000001,77.0,,,,,3.382980215466294,4.746223778868685,1,4.297000000000001,4.297000000000001,4.297000000000001,0.0,Wheelo benchmark,-0.9140197845337066,71.0,PRODUCTION + EXTERNAL AGREE
13168,Archie Roberts,essendon,67.0,5.752864061780644,156,1.2486378614164897,4.083,80.0,,,,,3.500750961598567,4.504226200364155,1,4.083,4.083,4.083,0.0,Wheelo benchmark,-0.5822490384014332,74.0,PRODUCTION + EXTERNAL AGREE
12711,Justin McInerney,sydney,68.0,5.665033737434507,62,5.022454216167893,6.016,63.0,,,,,5.3437439768012,0.6425795212666143,1,6.016,6.016,6.016,0.0,Wheelo benchmark,-0.6722560231988002,53.0,STRONG CONVERGENCE
12368,Jack Steele,melbourne,69.0,5.6498584908884855,44,8.639856464179244,5.432,65.0,,,,,7.144857477533865,2.989997973290759,1,5.432,5.432,5.432,0.0,Wheelo benchmark,1.7128574775338645,57.0,PRODUCTION + EXTERNAL AGREE
12373,Caleb Daniel,north_melbourne,70.0,5.601975931962434,146,1.382818316460376,4.793,71.0,,,,,3.492397124211405,4.219157615502057,1,4.793,4.793,4.793,0.0,Wheelo benchmark,-1.300602875788595,64.0,PRODUCTION + EXTERNAL AGREE
12788,Tristan Xerri,north_melbourne,71.0,5.400411651102979,28,15.18870249857004,3.3320000000000003,97.0,,,,,10.29455707483651,9.78829084746706,1,3.3320000000000003,3.3320000000000003,3.3320000000000003,0.0,Wheelo benchmark,6.962557074836509,91.0,HIGH DISAGREEMENT
13274,Jagga Smith,carlton,72.0,5.377139826373654,54,6.3564203692742085,8.096,47.0,,,,,5.866780097823931,0.9792805429005549,1,8.096,8.096,8.096,0.0,Wheelo benchmark,-2.2292199021760695,40.0,STRONG CONVERGENCE
12660,Darcy Cameron,collingwood,73.0,5.296368052262842,49,7.916561752163656,4.578,73.0,,,,,6.606464902213249,2.620193699900814,1,4.578,4.578,4.578,0.0,Wheelo benchmark,2.0284649022132486,66.0,PRODUCTION + EXTERNAL AGREE
11713,Taylor Walker,adelaide,74.0,5.113650499994079,169,1.0721031918822188,4.003,83.0,,,1.0,38.0,3.092876845938149,4.04154730811186,2,2.5015,1.0,4.003,3.003,Wheelo + Betfair benchmark,0.5913768459381488,116.0,OBJECTIVE + EXTERNAL AGREE
12143,Lachie Whitfield,greater_western_sydney,75.0,5.101452317931934,129,1.7098936344055446,4.943,70.0,,,,,3.4056729761687397,3.3915586835263896,1,4.943,4.943,4.943,0.0,Wheelo benchmark,-1.53732702383126,63.0,PRODUCTION + EXTERNAL AGREE
12017,Jeremy Cameron,geelong,76.0,4.84892598383332,138,1.473929384503646,4.475,75.0,,,,,3.161427684168483,3.374996599329674,1,4.475,4.475,4.475,0.0,Wheelo benchmark,-1.3135723158315167,69.0,PRODUCTION + EXTERNAL AGREE
12405,Wayne Milera,adelaide,77.0,4.598133486288159,91,3.084524582793536,6.144,60.0,,,1.0,38.0,3.8413290345408475,1.5136089034946227,2,3.572,1.0,6.144,5.144,Wheelo + Betfair benchmark,0.26932903454084745,81.0,STRONG CONVERGENCE
12318,Jordan de Goey,collingwood,78.0,4.57600737027686,46,8.078544984308962,6.175,59.0,,,,,6.327276177292911,3.502537614032102,1,6.175,6.175,6.175,0.0,Wheelo benchmark,0.15227617729291154,51.0,HIGH DISAGREEMENT
12892,Riley Thilthorpe,adelaide,79.0,4.357213004403344,65,4.559742263014145,3.359,95.0,,,,,4.458477633708744,0.2025292586108005,1,3.359,3.359,3.359,0.0,Wheelo benchmark,1.0994776337087444,89.0,STRONG CONVERGENCE
4182,Scott Pendlebury,collingwood,80.0,4.299605843074206,70,4.269567240941584,3.454,92.0,,,,,4.2845865420078955,0.030038602132621328,1,3.454,3.454,3.454,0.0,Wheelo benchmark,0.8305865420078953,87.0,STRONG CONVERGENCE
12594,Aaron Naughton,western_bulldogs,81.0,4.180047893183389,174,1.02791615241142,3.722,87.0,,,2.0,22.0,2.603982022797404,3.152131740771969,2,2.8609999999999998,2.0,3.722,1.722,Wheelo + Betfair benchmark,-0.25701797720259556,104.0,HIGH DISAGREEMENT
12354,Bailey Dale,western_bulldogs,82.0,4.152799429478224,143,1.4191888443935767,3.471,90.0,,,,,2.7859941369359,2.733610585084647,1,3.471,3.471,3.471,0.0,Wheelo benchmark,-0.6850058630641,85.0,PRODUCTION + EXTERNAL AGREE
11953,Luke Parker,north_melbourne,83.0,4.010073470325814,181,0.9763287264228095,2.6189999999999998,113.0,,,3.0,9.0,2.493201098374312,3.0337447439030045,2,2.8095,2.6189999999999998,3.0,0.3810000000000002,Wheelo + Betfair benchmark,-0.3162989016256881,108.0,HIGH DISAGREEMENT
12766,Mitch Georgiades,port_adelaide,84.0,3.957787014628968,115,2.003387748919768,3.143,101.0,,,,,2.980587381774368,1.9543992657092,1,3.143,3.143,3.143,0.0,Wheelo benchmark,-0.1624126182256318,96.0,STRONG CONVERGENCE
12927,Jack Ginnivan,hawthorn,85.0,3.957153993167319,92,3.005894801329993,2.832,108.0,,,,,3.481524397248656,0.9512591918373259,1,2.832,2.832,2.832,0.0,Wheelo benchmark,0.6495243972486562,106.0,STRONG CONVERGENCE
12955,Josh Ward,hawthorn,86.0,3.916364684678816,52,6.606467515107939,6.307,57.0,,,,,5.261416099893378,2.690102830429123,1,6.307,6.307,6.307,0.0,Wheelo benchmark,-1.0455839001066227,49.0,OBJECTIVE + EXTERNAL AGREE
12992,Shannon Neale,geelong,87.0,3.846430449800773,117,1.9462774460124848,3.476,89.0,,,,,2.8963539479066287,1.900153003788288,1,3.476,3.476,3.476,0.0,Wheelo benchmark,-0.5796460520933713,84.0,STRONG CONVERGENCE
12469,Blake Hardwick,hawthorn,88.0,3.707969935987067,177,1.0159678350210022,2.8329999999999997,107.0,,,,,2.3619688855040346,2.6920021009660644,1,2.8329999999999997,2.8329999999999997,2.8329999999999997,0.0,Wheelo benchmark,-0.47103111449596513,105.0,HIGH DISAGREEMENT
12728,Ben King,gold_coast,89.0,3.680137796656106,253,0.4084416618542447,3.471,90.0,,,,,2.0442897292551754,3.2716961348018616,1,3.471,3.471,3.471,0.0,Wheelo benchmark,-1.4267102707448247,85.0,PRODUCTION + EXTERNAL AGREE
13007,Jase Burgoyne,port_adelaide,90.0,3.5279163150869963,56,6.138989805902835,2.574,114.0,,,,,4.833453060494915,2.6110734908158384,1,2.574,2.574,2.574,0.0,Wheelo benchmark,2.2594530604949155,113.0,PRODUCTION + EXTERNAL AGREE
12975,Paul Curtis,north_melbourne,91.0,3.50614369168211,136,1.514014357933112,3.7809999999999997,86.0,,,,,2.5100790248076112,1.992129333748998,1,3.7809999999999997,3.7809999999999997,3.7809999999999997,0.0,Wheelo benchmark,-1.2709209751923884,79.0,STRONG CONVERGENCE
12584,Darcy Fogarty,adelaide,92.0,3.43184418059906,127,1.7509355146377057,3.3799999999999994,94.0,,,2.0,22.0,2.591389847618383,1.6809086659613544,2,2.6899999999999995,2.0,3.3799999999999994,1.3799999999999994,Wheelo + Betfair benchmark,-0.09861015238161652,110.0,STRONG CONVERGENCE
12794,Will Day,hawthorn,93.0,3.2615181577183647,64,4.802840196662826,4.029999999999999,82.0,,,2.0,22.0,4.032179177190596,1.5413220389444615,2,3.0149999999999997,2.0,4.029999999999999,2.0299999999999994,Wheelo + Betfair benchmark,1.017179177190596,100.0,STRONG CONVERGENCE
12406,Darcy Parish,essendon,94.0,3.2520861861454007,57,6.11268446903832,4.565,74.0,,,,,4.68238532759186,2.8605982828929193,1,4.565,4.565,4.565,0.0,Wheelo benchmark,0.11738532759185993,67.0,HIGH DISAGREEMENT
12756,Kade Chandler,melbourne,95.0,3.123420030246905,140,1.4680802460645483,4.047,81.0,,,,,2.295750138155727,1.6553397841823565,1,4.047,4.047,4.047,0.0,Wheelo benchmark,-1.751249861844273,75.0,STRONG CONVERGENCE
12636,Mitch Lewis,hawthorn,96.0,3.1082069918695643,99,2.6712347547686086,2.122,127.0,,,,,2.8897208733190864,0.4369722371009557,1,2.122,2.122,2.122,0.0,Wheelo benchmark,0.7677208733190866,123.0,STRONG CONVERGENCE
12332,James Sicily,hawthorn,97.0,3.1077112885107825,105,2.210794730103785,3.2760000000000002,98.0,,,,,2.6592530093072835,0.8969165584069976,1,3.2760000000000002,3.2760000000000002,3.2760000000000002,0.0,Wheelo benchmark,-0.6167469906927168,92.0,STRONG CONVERGENCE
12325,Jack Sinclair,st_kilda,98.0,3.1045517115636523,95,2.8149192192651027,3.057,103.0,,,3.0,9.0,2.9597354654143775,0.2896324922985496,2,3.0285,3.0,3.057,0.05699999999999994,Wheelo + Betfair benchmark,-0.0687645345856227,99.0,STRONG CONVERGENCE
12934,James Peatling,adelaide,99.0,3.077383429342284,68,4.4320547568373785,2.051,128.0,,,,,3.7547190930898315,1.3546713274950943,1,2.051,2.051,2.051,0.0,Wheelo benchmark,1.7037190930898314,125.0,STRONG CONVERGENCE
