match_id,home_team_id,away_team_id,official_goals,official_behinds,away_team_score_goals,away_team_score_behinds,team_id,reconstructed_goals,reconstructed_behinds_naive,reconstructed_behinds_fixed,home_team_score_goals,home_team_score_behinds,goals_match_official,behinds_naive_match_official,behinds_fixed_match_official
CD_M20240142304,CD_T1010,CD_T60,14,8,,,CD_T60,14,7,8,15.0,11.0,True,False,True
CD_M20240142305,CD_T80,CD_T120,10,8,,,CD_T120,10,7,8,19.0,17.0,True,False,True
CD_M20240142306,CD_T110,CD_T10,8,10,,,CD_T10,6,3,6,11.0,14.0,False,False,False
CD_M20240142307,CD_T130,CD_T70,14,5,,,CD_T70,14,4,5,16.0,11.0,True,False,True
CD_M20240142308,CD_T150,CD_T30,14,15,,,CD_T30,2,4,4,4.0,10.0,False,False,False
CD_M20240142401,CD_T20,CD_T50,10,7,,,CD_T50,10,6,7,11.0,21.0,True,False,True
CD_M20240142402,CD_T30,CD_T130,11,10,,,CD_T130,11,9,10,11.0,8.0,True,False,True
CD_M20240142403,CD_T60,CD_T110,13,9,,,CD_T110,13,9,9,9.0,13.0,True,True,True
CD_M20240142404,CD_T70,CD_T150,11,9,,,CD_T150,11,6,9,26.0,12.0,True,False,True
CD_M20240142405,CD_T80,CD_T100,7,4,,,CD_T100,7,4,4,26.0,14.0,True,True,True
CD_M20240142406,CD_T90,CD_T40,15,13,,,CD_T40,15,10,13,8.0,9.0,True,False,True
CD_M20240142407,CD_T120,CD_T1000,14,10,,,CD_T1000,14,9,10,10.0,6.0,True,False,True
CD_M20240142408,CD_T160,CD_T10,13,12,,,CD_T10,13,12,12,18.0,13.0,True,True,True
CD_M20240142409,CD_T140,CD_T1010,9,7,,,CD_T1010,9,6,7,14.0,14.0,True,False,True
CD_M20240142501,CD_T110,CD_T70,20,18,,,CD_T70,20,16,18,7.0,12.0,True,False,True
CD_M20240142502,CD_T140,CD_T80,14,15,,,CD_T80,14,11,15,9.0,8.0,True,False,True
CD_M20240142503,CD_T160,CD_T1010,12,10,,,CD_T1010,12,8,10,13.0,10.0,True,False,True
CD_M20240142504,CD_T20,CD_T30,11,5,,,CD_T30,11,5,5,14.0,15.0,True,True,True
CD_M20240142601,CD_T110,CD_T80,11,6,,,CD_T80,11,5,6,11.0,9.0,True,False,True
CD_M20240142602,CD_T1010,CD_T20,15,15,,,CD_T20,15,10,15,15.0,10.0,True,False,True
CD_M20240142701,CD_T160,CD_T110,8,11,,,CD_T110,8,8,11,14.0,11.0,True,False,True
CD_M20240142702,CD_T70,CD_T20,14,11,,,CD_T20,14,9,11,12.0,13.0,True,False,True
CD_M20240142801,CD_T160,CD_T20,18,12,,,CD_T20,18,9,12,9.0,6.0,True,False,True
